station,termin,prestas0,tre200s0,rre150z0,fkl010z1,ua2200s0,ta1200s0,ta2200s0,ra1150z0,ua1200s0,fkl010z0,dkl010z0,gor000z0,uor200s0,da1010z0,fa1010z0,pa1stas0,ycoml1s0,ycomirs0
10769,20220322160000,660.60,5.70,None,None,None,None,None,None,None,6.20,136.00,0.00,48.50,None,None,None,None,1.00
10769,20220322170000,661.00,5.20,None,None,None,None,None,None,None,6.30,151.00,0.00,41.00,None,None,None,None,1.00
10769,20220322180000,661.20,6.20,None,None,None,None,None,None,None,6.30,131.00,0.00,37.60,None,None,None,None,1.00
10769,20220322190000,661.70,5.90,None,None,None,None,None,None,None,6.60,133.00,0.00,44.80,None,None,None,None,1.00
10769,20220322200000,662.10,5.90,None,None,None,None,None,None,None,5.40,96.00,0.00,47.80,None,None,None,None,1.00
10769,20220322210000,661.80,5.50,None,None,None,None,None,None,None,5.70,120.00,0.00,47.90,None,None,None,None,1.00
10769,20220322220000,661.40,5.90,None,None,None,None,None,None,None,6.10,119.00,0.00,44.40,None,None,None,None,1.00
10769,20220322230000,660.90,4.00,None,None,None,None,None,None,None,6.70,116.00,0.00,48.60,None,None,None,None,1.00
10769,20220323000000,660.90,5.50,None,None,None,None,None,None,None,5.50,114.00,0.00,43.80,None,None,None,None,1.00
10769,20220323010000,660.90,5.00,None,None,None,None,None,None,None,6.60,121.00,0.00,43.70,None,None,None,None,1.00
10769,20220323020000,661.10,5.30,None,None,None,None,None,None,None,6.80,121.00,0.00,43.10,None,None,None,None,1.00
10769,20220323030000,661.30,4.70,None,None,None,None,None,None,None,7.30,120.00,0.00,45.80,None,None,None,None,1.00
10769,20220323040000,661.80,5.20,None,None,None,None,None,None,None,7.70,130.00,57.00,42.30,None,None,None,None,1.00
10769,20220323050000,662.30,9.30,None,None,None,None,None,None,None,7.50,94.00,308.00,35.70,None,None,None,None,1.00
10769,20220323060000,662.60,10.90,None,None,None,None,None,None,None,11.40,96.00,575.00,34.10,None,None,None,None,1.00
10769,20220323070000,663.00,12.00,None,None,None,None,None,None,None,9.80,69.00,750.00,24.80,None,None,None,None,1.00
10769,20220323080000,663.10,12.60,None,None,None,None,None,None,None,11.00,77.00,909.00,28.20,None,None,None,None,1.00
10769,20220323090000,663.10,13.90,None,None,None,None,None,None,None,2.70,75.00,1020.00,28.10,None,None,None,None,1.00
10769,20220323100000,662.40,14.10,None,None,None,None,None,None,None,8.70,26.00,1099.00,30.30,None,None,None,None,1.00
10769,20220323110000,661.90,11.90,None,None,None,None,None,None,None,5.70,28.00,487.00,38.30,None,None,None,None,1.00
10769,20220323120000,661.60,10.40,None,None,None,None,None,None,None,7.40,7.00,127.00,48.40,None,None,None,None,1.00
10769,20220323130000,661.50,9.50,None,None,None,None,None,None,None,5.50,23.00,83.00,59.80,None,None,None,None,1.00
10769,20220323140000,661.40,10.00,None,None,None,None,None,None,None,3.30,70.00,124.00,59.50,None,None,None,None,1.00
10769,20220323150000,661.50,7.70,None,None,None,None,None,None,None,3.80,137.00,40.00,66.30,None,None,None,None,1.00
10769,20220323160000,661.60,5.50,None,None,None,None,None,None,None,4.80,139.00,0.00,68.80,None,None,None,None,1.00
10769,20220323170000,661.80,5.10,None,None,None,None,None,None,None,7.30,148.00,0.00,61.40,None,None,None,None,1.00
10769,20220323180000,662.10,5.30,None,None,None,None,None,None,None,4.40,155.00,0.00,60.50,None,None,None,None,1.00
10769,20220323190000,662.40,5.20,None,None,None,None,None,None,None,1.50,174.00,0.00,63.20,None,None,None,None,1.00
10769,20220323200000,662.50,4.20,None,None,None,None,None,None,None,1.50,133.00,0.00,76.70,None,None,None,None,1.00
10769,20220323210000,662.20,3.70,None,None,None,None,None,None,None,6.00,126.00,0.00,68.70,None,None,None,None,1.00
10769,20220323220000,661.90,3.50,None,None,None,None,None,None,None,3.30,114.00,0.00,53.00,None,None,None,None,1.00
10769,20220323230000,661.20,4.50,None,None,None,None,None,None,None,5.50,121.00,0.00,52.70,None,None,None,None,1.00
10769,20220324000000,661.20,4.90,None,None,None,None,None,None,None,6.90,134.00,0.00,53.70,None,None,None,None,1.00
10769,20220324010000,661.20,4.20,None,None,None,None,None,None,None,6.30,131.00,0.00,57.90,None,None,None,None,1.00
10769,20220324020000,661.20,4.70,None,None,None,None,None,None,None,7.90,118.00,0.00,54.30,None,None,None,None,1.00
10769,20220324030000,661.30,3.80,None,None,None,None,None,None,None,8.50,125.00,0.00,53.40,None,None,None,None,1.00
10769,20220324040000,661.60,5.00,None,None,None,None,None,None,None,7.60,116.00,65.00,45.80,None,None,None,None,1.00
10769,20220324050000,662.10,8.10,None,None,None,None,None,None,None,6.70,113.00,318.00,49.20,None,None,None,None,1.00
10769,20220324060000,662.70,10.40,None,None,None,None,None,None,None,8.90,81.00,569.00,40.70,None,None,None,None,1.00
10769,20220324070000,662.50,11.70,None,None,None,None,None,None,None,11.50,78.00,820.00,28.80,None,None,None,None,1.00
10769,20220324080000,662.90,11.50,None,None,None,None,None,None,None,4.10,28.00,602.00,34.10,None,None,None,None,1.00
10769,20220324090000,662.60,11.80,None,None,None,None,None,None,None,8.10,51.00,496.00,44.80,None,None,None,None,1.00
10769,20220324100000,662.20,10.70,None,None,None,None,None,None,None,5.40,111.00,149.00,44.60,None,None,None,None,1.00
10769,20220324110000,661.50,10.20,None,None,None,None,None,None,None,3.60,89.00,250.00,44.70,None,None,None,None,1.00
10769,20220324120000,661.10,11.00,None,None,None,None,None,None,None,5.50,64.00,189.00,46.30,None,None,None,None,1.00
10769,20220324130000,660.90,11.20,None,None,None,None,None,None,None,5.20,101.00,214.00,50.60,None,None,None,None,1.00
10769,20220324140000,660.40,10.40,None,None,None,None,None,None,None,3.00,120.00,191.00,58.70,None,None,None,None,1.00
10769,20220324150000,660.40,8.10,None,None,None,None,None,None,None,8.50,134.00,77.00,69.10,None,None,None,None,1.00
10769,20220324160000,661.00,7.80,None,None,None,None,None,None,None,0.60,129.00,0.00,76.40,None,None,None,None,1.00
10769,20220328140000,659.90,8.10,None,None,None,None,None,None,None,1.80,342.00,59.00,91.30,None,None,None,None,1.00
10769,20220328150000,660.20,7.70,None,None,None,None,None,None,None,2.10,276.00,49.00,90.50,None,None,None,None,1.00
10769,20220328160000,660.30,5.90,None,None,None,None,None,None,None,1.80,200.00,0.00,89.80,None,None,None,None,1.00
10769,20220328170000,660.50,5.10,None,None,None,None,None,None,None,3.40,205.00,0.00,88.00,None,None,None,None,1.00
10769,20220328180000,661.30,5.00,None,None,None,None,None,None,None,2.60,229.00,0.00,86.80,None,None,None,None,1.00
10769,20220328190000,661.50,5.40,None,None,None,None,None,None,None,1.40,181.00,0.00,89.00,None,None,None,None,1.00
10769,20220328200000,661.50,4.60,None,None,None,None,None,None,None,3.20,189.00,0.00,86.70,None,None,None,None,1.00
10769,20220328231000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.00
10769,20220406130000,660.90,9.60,None,None,None,None,None,None,None,6.70,62.00,323.00,64.20,None,None,None,None,1.00
10769,20220406140000,660.90,10.00,None,None,None,None,None,None,None,5.30,71.00,255.00,65.20,None,None,None,None,1.00
10769,20220406150000,660.60,7.90,None,None,None,None,None,None,None,8.90,88.00,172.00,57.00,None,None,None,None,1.00
10769,20220406160000,660.50,5.50,None,None,None,None,None,None,None,10.60,133.00,0.00,44.00,None,None,None,None,1.00
10769,20220406170000,660.70,5.40,None,None,None,None,None,None,None,8.90,140.00,0.00,38.30,None,None,None,None,1.00
10769,20220406180000,661.20,4.80,None,None,None,None,None,None,None,8.80,140.00,0.00,40.60,None,None,None,None,1.00
10769,20220406190000,661.70,4.70,None,None,None,None,None,None,None,8.00,137.00,0.00,54.80,None,None,None,None,1.00
10769,20220406200000,661.60,4.20,None,None,None,None,None,None,None,8.60,147.00,0.00,65.20,None,None,None,None,1.00
10769,20220406210000,661.40,3.60,None,None,None,None,None,None,None,7.90,145.00,0.00,69.30,None,None,None,None,1.00
10769,20220406220000,660.80,3.30,None,None,None,None,None,None,None,7.60,138.00,0.00,70.20,None,None,None,None,1.00
10769,20220406230000,660.30,3.00,None,None,None,None,None,None,None,5.90,137.00,0.00,57.30,None,None,None,None,1.00
10769,20220407000000,660.30,3.20,None,None,None,None,None,None,None,7.10,143.00,0.00,52.30,None,None,None,None,1.00
10769,20220407010000,660.10,3.20,None,None,None,None,None,None,None,5.30,132.00,0.00,46.00,None,None,None,None,1.00
10769,20220407020000,660.50,4.10,None,None,None,None,None,None,None,5.80,133.00,0.00,44.40,None,None,None,None,1.00
10769,20220407030000,660.60,3.10,None,None,None,None,None,None,None,8.30,132.00,0.00,49.50,None,None,None,None,1.00
10769,20220407040000,660.90,4.00,None,None,None,None,None,None,None,8.50,142.00,88.00,52.20,None,None,None,None,1.00
10769,20220407050000,661.60,7.10,None,None,None,None,None,None,None,6.10,117.00,401.00,52.70,None,None,None,None,1.00
10769,20220407060000,662.40,8.50,None,None,None,None,None,None,None,2.40,84.00,379.00,48.30,None,None,None,None,1.00
10769,20220407070000,662.80,9.20,None,None,None,None,None,None,None,2.30,56.00,605.00,42.80,None,None,None,None,1.00
10769,20220407080000,662.70,9.30,None,None,None,None,None,None,None,2.90,294.00,449.00,54.40,None,None,None,None,1.00
10769,20220407090000,662.50,11.30,None,None,None,None,None,None,None,4.40,11.00,733.00,53.00,None,None,None,None,1.00
10769,20220407100000,662.10,9.10,None,None,None,None,None,None,None,4.70,350.00,212.00,64.80,None,None,None,None,1.00
10769,20220407110000,661.60,9.70,None,None,None,None,None,None,None,3.20,25.00,374.00,67.50,None,None,None,None,1.00
10769,20220407120000,661.30,8.50,None,None,None,None,None,None,None,7.00,23.00,119.00,74.70,None,None,None,None,1.00
10769,20220407130000,661.10,8.30,None,None,None,None,None,None,None,5.20,31.00,135.00,74.40,None,None,None,None,1.00
10769,20220407140000,661.10,9.00,None,None,None,None,None,None,None,6.60,26.00,171.00,71.10,None,None,None,None,1.00
10769,20220407150000,661.00,8.50,None,None,None,None,None,None,None,0.50,298.00,54.00,73.60,None,None,None,None,1.00
10769,20220407160000,661.20,5.60,None,None,None,None,None,None,None,4.20,144.00,0.00,81.80,None,None,None,None,1.00
10769,20220407170000,661.40,7.30,None,None,None,None,None,None,None,0.50,277.00,0.00,75.40,None,None,None,None,1.00
10769,20220407180000,662.00,4.90,None,None,None,None,None,None,None,1.30,155.00,0.00,82.40,None,None,None,None,1.00
10769,20220407190000,662.20,5.30,None,None,None,None,None,None,None,0.50,213.00,0.00,75.60,None,None,None,None,1.00
10769,20220407200000,662.20,5.20,None,None,None,None,None,None,None,2.70,137.00,0.00,81.10,None,None,None,None,1.00
10769,20220407210000,662.00,4.00,None,None,None,None,None,None,None,5.60,135.00,0.00,95.00,None,None,None,None,1.00
10769,20220407220000,661.40,4.40,None,None,None,None,None,None,None,5.60,113.00,0.00,94.80,None,None,None,None,1.00
10769,20220407230000,660.90,4.40,None,None,None,None,None,None,None,5.70,108.00,0.00,85.70,None,None,None,None,1.00
10769,20220408000000,660.60,3.70,None,None,None,None,None,None,None,5.10,118.00,0.00,80.90,None,None,None,None,1.00
10769,20220408010000,660.30,2.50,None,None,None,None,None,None,None,4.40,113.00,0.00,70.60,None,None,None,None,1.00
10769,20220408020000,660.50,3.00,None,None,None,None,None,None,None,6.20,124.00,0.00,74.00,None,None,None,None,1.00
10769,20220408030000,660.60,3.30,None,None,None,None,None,None,None,7.80,140.00,0.00,50.70,None,None,None,None,1.00
10769,20220408040000,660.80,3.90,None,None,None,None,None,None,None,11.80,152.00,57.00,50.20,None,None,None,None,1.00
10769,20220408050000,661.40,6.90,None,None,None,None,None,None,None,10.10,158.00,313.00,38.60,None,None,None,None,1.00
10769,20220408060000,661.90,10.00,None,None,None,None,None,None,None,4.20,128.00,592.00,37.70,None,None,None,None,1.00
10769,20220408070000,662.60,8.90,None,None,None,None,None,None,None,2.60,352.00,807.00,58.30,None,None,None,None,1.00
10769,20220408080000,662.80,8.00,None,None,None,None,None,None,None,3.10,267.00,432.00,72.10,None,None,None,None,1.00
10769,20220408090000,662.50,9.20,None,None,None,None,None,None,None,4.50,251.00,292.00,64.20,None,None,None,None,1.00
10769,20220408100000,662.10,10.50,None,None,None,None,None,None,None,7.00,278.00,309.00,56.90,None,None,None,None,1.00
10769,20220408110000,661.70,12.30,None,None,None,None,None,None,None,7.80,296.00,1169.00,54.30,None,None,None,None,1.00
10769,20220408120000,661.00,11.60,None,None,None,None,None,None,None,6.20,337.00,754.00,57.50,None,None,None,None,1.00
10769,20220408130000,660.80,10.00,None,None,None,None,None,None,None,8.00,3.00,364.00,70.70,None,None,None,None,1.00
10769,20220408140000,660.90,8.30,None,None,None,None,None,None,None,2.50,18.00,98.00,75.40,None,None,None,None,1.00
10769,20220408150000,661.00,7.60,None,None,None,None,None,None,None,2.00,359.00,30.00,80.60,None,None,None,None,1.00
10769,20220408160000,661.30,7.00,None,None,None,None,None,None,None,2.00,293.00,0.00,85.00,None,None,None,None,1.00
10769,20220408170000,661.60,5.90,None,None,None,None,None,None,None,0.80,356.00,0.00,82.50,None,None,None,None,1.00
10769,20220408180000,661.60,2.90,None,None,None,None,None,None,None,2.40,161.00,0.00,80.30,None,None,None,None,1.00
10769,20220408190000,662.10,3.50,None,None,None,None,None,None,None,1.80,175.00,0.00,88.70,None,None,None,None,1.00
10769,20220408200000,662.00,2.90,None,None,None,None,None,None,None,2.00,115.00,0.00,78.40,None,None,None,None,1.00
10769,20220408210000,661.60,2.30,None,None,None,None,None,None,None,5.20,131.00,0.00,65.80,None,None,None,None,1.00
10769,20220408220000,661.00,3.70,None,None,None,None,None,None,None,1.60,83.00,0.00,39.00,None,None,None,None,1.00
10769,20220408230000,660.40,2.20,None,None,None,None,None,None,None,3.90,127.00,0.00,46.60,None,None,None,None,1.00
10769,20220409000000,660.00,2.10,None,None,None,None,None,None,None,2.40,137.00,0.00,44.30,None,None,None,None,1.00
10769,20220409010000,660.00,3.70,None,None,None,None,None,None,None,5.30,128.00,0.00,37.90,None,None,None,None,1.00
10769,20220409020000,660.10,4.10,None,None,None,None,None,None,None,6.10,125.00,0.00,34.20,None,None,None,None,1.00
10769,20220409030000,660.20,3.40,None,None,None,None,None,None,None,8.30,131.00,0.00,36.80,None,None,None,None,1.00
10769,20220409040000,660.40,4.90,None,None,None,None,None,None,None,8.80,128.00,99.00,41.40,None,None,None,None,1.00
10769,20220409050000,660.70,8.30,None,None,None,None,None,None,None,8.70,117.00,342.00,41.60,None,None,None,None,1.00
10769,20220409060000,661.10,10.00,None,None,None,None,None,None,None,10.60,104.00,588.00,40.20,None,None,None,None,1.00
10769,20220409070000,661.40,11.30,None,None,None,None,None,None,None,6.00,77.00,805.00,39.90,None,None,None,None,1.00
10769,20220409080000,661.60,13.00,None,None,None,None,None,None,None,4.80,32.00,975.00,25.20,None,None,None,None,1.00
10769,20220409090000,661.20,12.20,None,None,None,None,None,None,None,7.00,276.00,1116.00,54.40,None,None,None,None,1.00
10769,20220409100000,660.70,12.80,None,None,None,None,None,None,None,7.80,316.00,1258.00,53.20,None,None,None,None,1.00
10769,20220409110000,660.40,10.60,None,None,None,None,None,None,None,5.80,268.00,405.00,66.40,None,None,None,None,1.00
10769,20220409120000,660.00,10.50,None,None,None,None,None,None,None,4.60,271.00,399.00,72.50,None,None,None,None,1.00
10769,20220409130000,659.80,10.70,None,None,None,None,None,None,None,8.50,267.00,594.00,68.30,None,None,None,None,1.00
10769,20220409140000,659.90,11.10,None,None,None,None,None,None,None,2.70,319.00,516.00,64.50,None,None,None,None,1.00
10769,20220409150000,660.00,9.70,None,None,None,None,None,None,None,3.00,280.00,185.00,64.20,None,None,None,None,1.00
10769,20220409160000,660.20,4.20,None,None,None,None,None,None,None,2.30,172.00,0.00,62.10,None,None,None,None,1.00
10769,20220409170000,660.30,5.50,None,None,None,None,None,None,None,7.70,150.00,0.00,40.20,None,None,None,None,1.00
10769,20220409180000,660.60,6.70,None,None,None,None,None,None,None,7.90,139.00,0.00,50.60,None,None,None,None,1.00
10769,20220409190000,660.70,5.40,None,None,None,None,None,None,None,7.80,153.00,0.00,68.40,None,None,None,None,1.00
10769,20220409200000,660.60,5.30,None,None,None,None,None,None,None,10.90,153.00,0.00,64.30,None,None,None,None,1.00
10769,20220409210000,660.40,4.70,None,None,None,None,None,None,None,11.40,151.00,0.00,70.60,None,None,None,None,1.00
10769,20220409220000,659.70,5.50,None,None,None,None,None,None,None,3.70,138.00,0.00,71.60,None,None,None,None,1.00
10769,20220409230000,659.70,3.60,None,None,None,None,None,None,None,5.80,161.00,0.00,74.10,None,None,None,None,1.00
10769,20220410000000,659.00,4.00,None,None,None,None,None,None,None,6.60,129.00,0.00,61.40,None,None,None,None,1.00
10769,20220410010000,659.20,4.30,None,None,None,None,None,None,None,9.20,120.00,0.00,64.20,None,None,None,None,1.00
10769,20220410020000,659.30,4.90,None,None,None,None,None,None,None,9.80,120.00,0.00,62.30,None,None,None,None,1.00
10769,20220410030000,659.50,4.80,None,None,None,None,None,None,None,10.50,122.00,0.00,66.10,None,None,None,None,1.00
10769,20220410040000,659.80,6.10,None,None,None,None,None,None,None,11.40,120.00,97.00,61.50,None,None,None,None,1.00
10769,20220410050000,660.70,8.90,None,None,None,None,None,None,None,10.60,108.00,336.00,56.20,None,None,None,None,1.00
10769,20220410060000,661.00,9.50,None,None,None,None,None,None,None,9.80,118.00,589.00,62.10,None,None,None,None,1.00
10769,20220410070000,661.20,10.90,None,None,None,None,None,None,None,10.90,103.00,806.00,57.30,None,None,None,None,1.00
10769,20220410080000,661.20,11.90,None,None,None,None,None,None,None,3.80,96.00,979.00,51.90,None,None,None,None,1.00
10769,20220410090000,660.90,12.50,None,None,None,None,None,None,None,3.90,128.00,1099.00,48.00,None,None,None,None,1.00
10769,20220410100000,660.40,12.80,None,None,None,None,None,None,None,7.20,100.00,1125.00,39.90,None,None,None,None,1.00
10769,20220410110000,660.00,13.20,None,None,None,None,None,None,None,3.90,24.00,1094.00,44.60,None,None,None,None,1.00
10769,20220410120000,659.60,10.90,None,None,None,None,None,None,None,5.10,299.00,389.00,66.30,None,None,None,None,1.00
10769,20220410130000,659.40,11.80,None,None,None,None,None,None,None,8.70,94.00,677.00,39.60,None,None,None,None,1.00
10769,20220410140000,659.80,11.10,None,None,None,None,None,None,None,3.30,90.00,441.00,47.10,None,None,None,None,1.00
10769,20220410150000,659.80,8.70,None,None,None,None,None,None,None,4.70,120.00,111.00,60.60,None,None,None,None,1.00
10769,20220410160000,660.10,6.40,None,None,None,None,None,None,None,5.70,144.00,0.00,61.40,None,None,None,None,1.00
10769,20220410170000,660.20,6.10,None,None,None,None,None,None,None,1.30,257.00,0.00,73.20,None,None,None,None,1.00
10769,20220410180000,660.40,7.70,None,None,None,None,None,None,None,5.00,162.00,0.00,70.90,None,None,None,None,1.00
10769,20220410190000,660.40,6.10,None,None,None,None,None,None,None,9.90,145.00,0.00,86.10,None,None,None,None,1.00
10769,20220410200000,660.50,6.00,None,None,None,None,None,None,None,9.50,139.00,0.00,81.10,None,None,None,None,1.00
10769,20220410210000,660.40,5.50,None,None,None,None,None,None,None,6.30,143.00,0.00,77.90,None,None,None,None,1.00
10769,20220410220000,660.10,5.20,None,None,None,None,None,None,None,6.60,146.00,0.00,69.00,None,None,None,None,1.00
10769,20220410230000,659.50,4.80,None,None,None,None,None,None,None,7.50,129.00,0.00,57.90,None,None,None,None,1.00
10769,20220411000000,659.10,5.10,None,None,None,None,None,None,None,9.50,125.00,0.00,62.40,None,None,None,None,1.00
10769,20220411010000,659.00,5.40,None,None,None,None,None,None,None,8.80,127.00,0.00,64.50,None,None,None,None,1.00
10769,20220411020000,659.10,6.20,None,None,None,None,None,None,None,12.10,120.00,0.00,71.40,None,None,None,None,1.00
10769,20220411030000,659.80,6.00,None,None,None,None,None,None,None,7.50,139.00,0.00,73.60,None,None,None,None,1.00
10769,20220411040000,660.20,6.00,None,None,None,None,None,None,None,8.30,141.00,46.00,71.70,None,None,None,None,1.00
10769,20220411050000,660.80,8.50,None,None,None,None,None,None,None,9.00,133.00,367.00,61.40,None,None,None,None,1.00
10769,20220411060000,661.30,10.10,None,None,None,None,None,None,None,9.70,104.00,615.00,53.60,None,None,None,None,1.00
10769,20220411070000,661.60,11.10,None,None,None,None,None,None,None,6.90,110.00,711.00,59.60,None,None,None,None,1.00
10769,20220411080000,661.70,10.40,None,None,None,None,None,None,None,4.70,95.00,435.00,54.80,None,None,None,None,1.00
10769,20220411090000,661.50,11.20,None,None,None,None,None,None,None,2.80,98.00,694.00,53.40,None,None,None,None,1.00
10769,20220411100000,660.90,12.80,None,None,None,None,None,None,None,7.30,54.00,559.00,46.30,None,None,None,None,1.00
10769,20220411110000,660.70,10.00,None,None,None,None,None,None,None,6.20,304.00,237.00,75.80,None,None,None,None,1.00
10769,20220411120000,660.00,10.00,None,None,None,None,None,None,None,6.60,10.00,197.00,72.70,None,None,None,None,1.00
10769,20220411130000,659.90,9.50,None,None,None,None,None,None,None,5.10,350.00,295.00,78.50,None,None,None,None,1.00
10769,20220411140000,659.80,9.10,None,None,None,None,None,None,None,2.90,330.00,121.00,73.60,None,None,None,None,1.00
10769,20220411150000,659.90,8.40,None,None,None,None,None,None,None,2.90,308.00,43.00,72.40,None,None,None,None,1.00
10769,20220411160000,660.30,7.40,None,None,None,None,None,None,None,0.60,125.00,0.00,72.80,None,None,None,None,1.00
10769,20220411170000,660.50,3.90,None,None,None,None,None,None,None,2.00,149.00,0.00,77.30,None,None,None,None,1.00
10769,20220411180000,661.00,5.20,None,None,None,None,None,None,None,6.60,158.00,0.00,46.90,None,None,None,None,1.00
10769,20220411190000,661.30,6.00,None,None,None,None,None,None,None,2.00,275.00,0.00,51.30,None,None,None,None,1.00
10769,20220411200000,661.40,5.70,None,None,None,None,None,None,None,3.00,153.00,0.00,43.30,None,None,None,None,1.00
10769,20220411210000,660.90,5.10,None,None,None,None,None,None,None,8.00,138.00,0.00,45.60,None,None,None,None,1.00
10769,20220411220000,660.60,4.00,None,None,None,None,None,None,None,8.20,153.00,0.00,48.40,None,None,None,None,1.00
10769,20220411230000,659.90,4.10,None,None,None,None,None,None,None,7.80,152.00,0.00,46.40,None,None,None,None,1.00
10769,20220412000000,659.70,5.90,None,None,None,None,None,None,None,7.70,138.00,0.00,45.50,None,None,None,None,1.00
10769,20220412010000,659.50,5.00,None,None,None,None,None,None,None,10.30,150.00,0.00,47.10,None,None,None,None,1.00
10769,20220412020000,659.60,5.50,None,None,None,None,None,None,None,10.30,149.00,0.00,42.30,None,None,None,None,1.00
10769,20220412030000,659.90,7.10,None,None,None,None,None,None,None,8.50,140.00,0.00,46.50,None,None,None,None,1.00
10769,20220412040000,660.20,7.10,None,None,None,None,None,None,None,6.20,146.00,55.00,56.60,None,None,None,None,1.00
10769,20220412050000,660.70,9.50,None,None,None,None,None,None,None,4.90,142.00,304.00,50.10,None,None,None,None,1.00
10769,20220412060000,661.00,10.60,None,None,None,None,None,None,None,7.80,123.00,598.00,56.10,None,None,None,None,1.00
10769,20220412070000,661.60,9.80,None,None,None,None,None,None,None,2.60,255.00,645.00,68.60,None,None,None,None,1.00
10769,20220412080000,661.60,9.10,None,None,None,None,None,None,None,1.80,325.00,297.00,71.70,None,None,None,None,1.00
10769,20220412090000,661.50,10.30,None,None,None,None,None,None,None,5.20,284.00,796.00,65.10,None,None,None,None,1.00
10769,20220412100000,661.10,8.90,None,None,None,None,None,None,None,3.00,271.00,128.00,74.00,None,None,None,None,1.00
10769,20220412110000,660.40,8.10,None,None,None,None,None,None,None,2.30,264.00,443.00,88.10,None,None,None,None,1.00
10769,20220412120000,659.80,7.90,None,None,None,None,None,None,None,1.50,343.00,106.00,85.80,None,None,None,None,1.00
10769,20220412130000,659.60,7.20,None,None,None,None,None,None,None,3.00,232.00,59.00,90.30,None,None,None,None,1.00
10769,20220412140000,659.50,8.50,None,None,None,None,None,None,None,0.70,206.00,149.00,81.90,None,None,None,None,1.00
10769,20220412150000,659.50,8.10,None,None,None,None,None,None,None,0.60,238.00,27.00,85.10,None,None,None,None,1.00
10769,20220412160000,659.80,6.60,None,None,None,None,None,None,None,1.90,143.00,0.00,87.20,None,None,None,None,1.00
10769,20220412170000,659.90,7.30,None,None,None,None,None,None,None,1.70,271.00,0.00,89.70,None,None,None,None,1.00
10769,20220412180000,660.40,5.50,None,None,None,None,None,None,None,0.90,131.00,0.00,88.70,None,None,None,None,1.00
10769,20220412190000,660.90,5.60,None,None,None,None,None,None,None,1.50,195.00,0.00,81.10,None,None,None,None,1.00
10769,20220412200000,660.80,5.30,None,None,None,None,None,None,None,1.00,199.00,0.00,80.70,None,None,None,None,1.00
10769,20220412210000,660.40,5.00,None,None,None,None,None,None,None,1.50,130.00,0.00,85.00,None,None,None,None,1.00
10769,20220412220000,659.90,5.70,None,None,None,None,None,None,None,4.90,126.00,0.00,83.70,None,None,None,None,1.00
10769,20220412230000,659.10,5.20,None,None,None,None,None,None,None,6.60,140.00,0.00,77.40,None,None,None,None,1.00
10769,20220413000000,658.70,6.20,None,None,None,None,None,None,None,2.80,355.00,0.00,71.60,None,None,None,None,1.00
10769,20220413010000,658.50,4.40,None,None,None,None,None,None,None,1.10,174.00,0.00,79.00,None,None,None,None,1.00
10769,20220413020000,658.60,4.60,None,None,None,None,None,None,None,7.90,156.00,0.00,82.30,None,None,None,None,1.00
10769,20220413030000,659.00,4.30,None,None,None,None,None,None,None,5.40,158.00,0.00,80.90,None,None,None,None,1.00
10769,20220413040000,659.40,5.10,None,None,None,None,None,None,None,4.50,129.00,86.00,74.10,None,None,None,None,1.00
10769,20220413050000,660.10,8.80,None,None,None,None,None,None,None,4.40,117.00,357.00,51.50,None,None,None,None,1.00
10769,20220413060000,660.60,9.90,None,None,None,None,None,None,None,4.30,91.00,559.00,49.00,None,None,None,None,1.00
10769,20220413070000,660.90,11.10,None,None,None,None,None,None,None,5.80,318.00,983.00,71.20,None,None,None,None,1.00
10769,20220413080000,661.20,9.60,None,None,None,None,None,None,None,5.60,280.00,535.00,78.60,None,None,None,None,1.00
10769,20220413090000,660.70,8.40,None,None,None,None,None,None,None,4.10,287.00,166.00,87.80,None,None,None,None,1.00
10769,20220413100000,660.10,9.30,None,None,None,None,None,None,None,9.00,37.00,166.00,79.60,None,None,None,None,1.00
10769,20220413110000,None,None,None,None,None,None,None,None,None,None,None,65.00,None,None,None,None,None,1.00
10769,20220413120000,None,None,None,None,None,None,None,None,None,0.00,0.00,22.00,None,None,None,None,None,1.00
10769,20220413130000,658.50,4.80,None,None,None,None,None,None,None,6.20,162.00,87.00,96.00,None,None,None,None,1.00
10769,20220413140000,658.40,8.50,None,None,None,None,None,None,None,2.20,297.00,204.00,78.60,None,None,None,None,1.00
10769,20220413150000,658.80,7.00,None,None,None,None,None,None,None,3.90,194.00,55.00,80.40,None,None,None,None,1.00
10769,20220413160000,658.90,6.50,None,None,None,None,None,None,None,2.40,130.00,0.00,75.90,None,None,None,None,1.00
10769,20220413170000,659.30,5.30,None,None,None,None,None,None,None,2.40,105.00,0.00,75.80,None,None,None,None,1.00
10769,20220413180000,659.90,4.60,None,None,None,None,None,None,None,2.50,111.00,0.00,83.00,None,None,None,None,1.00
10769,20220413190000,659.90,4.30,None,None,None,None,None,None,None,2.40,157.00,0.00,74.90,None,None,None,None,1.00
10769,20220413200000,660.00,6.20,None,None,None,None,None,None,None,1.50,229.00,0.00,60.70,None,None,None,None,1.00
10769,20220413210000,659.60,4.70,None,None,None,None,None,None,None,3.30,193.00,0.00,70.80,None,None,None,None,1.00
10769,20220413220000,659.40,6.60,None,None,None,None,None,None,None,1.40,80.00,0.00,68.30,None,None,None,None,1.00
