site_gaw_id year month day hour minute second year month day hour minute second value value_unc nvalue latitude longitude altitude elevation intake_height flask_no ORG_QCflag QCflag instrument measurement_method scale
MKN 2022 1 4 5 0 0 -999 -9 -9 -9 -9 -9 1925.9 0.41 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 6 0 0 -999 -9 -9 -9 -9 -9 1925.32 0.38 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 7 0 0 -999 -9 -9 -9 -9 -9 1925.38 0.33 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 8 0 0 -999 -9 -9 -9 -9 -9 1925.67 0.43 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 9 0 0 -999 -9 -9 -9 -9 -9 1927.35 1.16 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 10 0 0 -999 -9 -9 -9 -9 -9 1929.08 0.71 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 11 0 0 -999 -9 -9 -9 -9 -9 1930.72 0.49 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 12 0 0 -999 -9 -9 -9 -9 -9 1934.65 1.1 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 13 0 0 -999 -9 -9 -9 -9 -9 1935.06 1 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 14 0 0 -999 -9 -9 -9 -9 -9 1935.13 0.85 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 15 0 0 -999 -9 -9 -9 -9 -9 1933.07 2.49 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 16 0 0 -999 -9 -9 -9 -9 -9 1929.39 1.88 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 17 0 0 -999 -9 -9 -9 -9 -9 1926.31 0.61 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 18 0 0 -999 -9 -9 -9 -9 -9 1929.04 0.55 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 19 0 0 -999 -9 -9 -9 -9 -9 1931.87 0.87 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
MKN 2022 1 4 20 0 0 -999 -9 -9 -9 -9 -9 1932.51 0.33 60 -0.0621999986 37.2971992493 3688 3678 10 -999.999 -999.999 2 1 18 1
