12:33:08   14.08.2022              Programm Climap                 MeteoSchweiz
Zeitangaben in UTC 0040 (UTC)  =  01:40 Uhr Winterzeit  =  02:40 Uhr Sommerzeit
Auswahlperiode: 01.01.2020 00:00  -  31.12.2020 23:50 UTC 32767 -> Keine Angabe
Anzahl Stationen  1
  10769	Mont Kenya              3678 m.ü.M.	     0/      0
Anzahl Parameter  6
    90  Luftdruck auf Barometerhöhe (QFE); Momentanwert  [hPa]
    91  Lufttemperatur 2 m über Boden; Momentanwert  [°C]
   196  Windgeschwindigkeit skalar; Zehnminutenmittel  [m/s]
   197  Windrichtung; Zehnminutenmittel  [°]
   321  Original Luftfeuchtigkeit 2 m über Boden; Momentanwert  [%]
   285  Original Globalstrahlung; Zehnminutenmittel  [W/m²]

  STA JAHR MO TG HH MM    90    91   196   197   321   285
10769 2020  8  1 22 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 22 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 22 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 22 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 22 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 23  0 660.5   3.6   3.9   121  66.0     0 
10769 2020  8  1 23 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 23 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 23 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 23 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 23 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  0  0 660.2   3.1   3.8   144  66.2     0 
10769 2020  8  2  0 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  0 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  0 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  0 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  0 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  1  0 660.0   4.6   1.3   205  58.0     0 
10769 2020  8  2  1 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  1 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  1 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  1 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  1 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  2  0 660.3   2.9   3.0   187  61.5     0 
10769 2020  8  2  2 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  2 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  2 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  2 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  2 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  3  0 660.7   4.8   0.0     0  54.3     0 
10769 2020  8  2  3 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  3 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  3 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  3 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  3 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  4  0 660.9   2.8   2.1   157  65.2    78 
10769 2020  8  2  4 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  4 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  4 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  4 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  4 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  5  0 661.5   8.7   0.8   230  42.7   295 
10769 2020  8  2  5 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  5 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  5 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  5 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  5 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  6  0 661.9   9.1   2.9   351  51.4   522 
10769 2020  8  2  6 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  6 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  6 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  6 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  6 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  7  0 662.2   9.9   3.4   358  55.4   724 
10769 2020  8  2  7 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  7 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  7 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  7 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  7 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  8  0 662.1   9.9   4.7   308  69.3   796 
10769 2020  8  2  8 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  8 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  8 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  8 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  8 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  9  0 662.0   7.6   4.1     4  87.8   231 
10769 2020  8  2  9 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  9 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  9 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  9 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2  9 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 10  0 661.9   6.5   4.9   353  95.9   130 
10769 2020  8  2 10 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 10 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 10 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 10 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 10 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 11  0 661.6   7.5   3.1   341  88.5   212 
10769 2020  8  2 11 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 11 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 11 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 11 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 11 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 12  0 661.3   6.2   2.6   353  97.5   167 
10769 2020  8  2 12 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 12 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 12 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 12 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 12 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 13  0 661.1   6.1   1.6   337  97.2    42 
10769 2020  8  2 13 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 13 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 13 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 13 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 13 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 14  0 661.0   5.9   5.5    35  98.0    14 
10769 2020  8  2 14 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 14 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 14 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 14 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 14 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 15  0 661.1   5.6   3.0    56  97.8    24 
10769 2020  8  2 15 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 15 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 15 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 15 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 15 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 16  0 661.2   4.7   2.6   194  96.9     0 
10769 2020  8  2 16 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 16 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 16 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 16 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 16 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 17  0 661.4   3.6   2.8   196  95.6     0 
10769 2020  8  2 17 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 17 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 17 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 17 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 17 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 18  0 661.7   3.6   5.4   221  83.7     0 
10769 2020  8  2 18 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 18 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 18 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 18 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 18 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 19  0 662.1   4.1   4.5   241  78.1     0 
10769 2020  8  2 19 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 19 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 19 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 19 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 19 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 20  0 662.0   3.7   3.8   221  69.0     0 
10769 2020  8  2 20 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 20 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 20 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 20 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 20 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 21  0 661.9   3.5   4.4   228  71.6     0 
10769 2020  8  2 21 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 21 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 21 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 21 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 21 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 22  0 661.6   4.0   3.8   196  72.4     0 
10769 2020  8  2 22 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 22 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 22 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 22 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 22 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 23  0 661.0   3.7   2.8   238  74.3     0 
10769 2020  8  2 23 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 23 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 23 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 23 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  2 23 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  0  0 661.1   2.8   4.9   230  80.7     0 
10769 2020  8  3  0 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  0 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  0 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  0 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  0 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  1  0 660.9   2.7   5.1   228  78.7     0 
10769 2020  8  3  1 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  1 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  1 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  1 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  1 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  2  0 661.2   3.0   3.5   266  77.7     0 
10769 2020  8  3  2 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  2 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  2 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  2 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  2 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  3  0 661.3   2.8   3.2   227  78.9     0 
10769 2020  8  3  3 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  3 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  3 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  3 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  3 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  4  0 661.7   3.9   1.8   228  76.6    75 
10769 2020  8  3  4 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  4 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  4 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  4 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  4 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  5  0 662.4   6.2   2.5   266  76.6   289 
10769 2020  8  3  5 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  5 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  5 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  5 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  5 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  6  0 662.9   6.5   1.3   314  77.8   387 
10769 2020  8  3  6 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  6 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  6 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  6 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  6 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  7  0 663.2   6.7   3.3   324  78.8   325 
10769 2020  8  3  7 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  7 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  7 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  7 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  7 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  8  0 663.1   7.2   4.7   326  71.1   319 
10769 2020  8  3  8 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  8 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  8 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  8 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  8 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  9  0 662.9   9.9   6.7   339  77.1  1067 
10769 2020  8  3  9 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  9 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  9 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  9 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3  9 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 10  0 662.6   7.9   4.8     4  83.3   330 
10769 2020  8  3 10 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 10 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 10 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 10 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 10 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 11  0 662.3   8.0   3.9   354  82.3   352 
10769 2020  8  3 11 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 11 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 11 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 11 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 11 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 12  0 32767   7.9   2.6    25  90.2   225 
10769 2020  8  3 12 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 12 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 12 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 12 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 12 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 13  0 661.6   6.1   5.6    25  95.0    54 
10769 2020  8  3 13 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 13 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 13 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 13 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 13 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 14  0 661.5   6.2   3.4    10  94.8   179 
10769 2020  8  3 14 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 14 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 14 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 14 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 14 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 15  0 661.4   6.5   1.0   336  86.2    87 
10769 2020  8  3 15 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 15 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 15 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 15 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 15 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 16  0 661.6   5.3   0.5    96  92.8     0 
10769 2020  8  3 16 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 16 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 16 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 16 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 16 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 17  0 661.9   5.5   1.5   265  84.2     0 
10769 2020  8  3 17 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 17 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 17 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 17 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 17 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 18  0 662.1   5.8   2.4   235  80.1     0 
10769 2020  8  3 18 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 18 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 18 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 18 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 18 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 19  0 662.1   5.6   2.5   214  77.4     0 
10769 2020  8  3 19 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 19 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 19 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 19 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 19 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 20  0 662.1   3.8   2.6   206  87.2     0 
10769 2020  8  3 20 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 20 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 20 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 20 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 20 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 21  0 661.7   5.1   2.4   260  80.0     0 
10769 2020  8  3 21 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 21 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 21 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 21 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 21 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 22  0 661.5   3.9   3.4   209  87.0     0 
10769 2020  8  3 22 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 22 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 22 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 22 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 22 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 23  0 661.2   5.0   2.0   223  84.2     0 
10769 2020  8  3 23 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 23 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 23 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 23 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  3 23 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  0  0 660.8   5.2   4.5   200  81.8     0 
10769 2020  8  4  0 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  0 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  0 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  0 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  0 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  1  0 660.8   6.0   2.2   248  77.2     0 
10769 2020  8  4  1 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  1 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  1 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  1 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  1 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  2  0 660.9   6.8   1.0    51  72.3     0 
10769 2020  8  4  2 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  2 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  2 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  2 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  2 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  3  0 661.2   6.8   2.2   340  72.5     0 
10769 2020  8  4  3 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  3 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  3 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  3 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  3 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  4  0 661.5   6.1   2.6   196  78.3    40 
10769 2020  8  4  4 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  4 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  4 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  4 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  4 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  5  0 662.0   7.5   0.7   273  75.7   259 
10769 2020  8  4  5 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  5 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  5 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  5 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  5 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  6  0 662.5   9.0   2.0   246  70.0   581 
10769 2020  8  4  6 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  6 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  6 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  6 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  6 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  4  7  0 662.7   7.9   2.5    18  81.6   441 
