12:33:08   14.08.2022              Programm Climap                 MeteoSchweiz
Zeitangaben in UTC 0040 (UTC)  =  01:40 Uhr Winterzeit  =  02:40 Uhr Sommerzeit
Auswahlperiode: 01.01.2020 00:00  -  31.12.2020 23:50 UTC 32767 -> Keine Angabe
Anzahl Stationen  1
  10769	Mont Kenya              3678 m.ü.M.	     0/      0
Anzahl Parameter  6
    90  Luftdruck auf Barometerhöhe (QFE); Momentanwert  [hPa]
    91  Lufttemperatur 2 m über Boden; Momentanwert  [°C]
   196  Windgeschwindigkeit skalar; Zehnminutenmittel  [m/s]
   197  Windrichtung; Zehnminutenmittel  [°]
   321  Original Luftfeuchtigkeit 2 m über Boden; Momentanwert  [%]
   285  Original Globalstrahlung; Zehnminutenmittel  [W/m²]

  STA JAHR MO TG HH MM    90    91   196   197   321   285
10769 2020  7 30  2 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  2 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  2 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  2 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  2 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  3  0 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  3 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  3 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  3 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  3 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  3 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  4  0 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  4 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  4 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  4 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  4 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  4 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  5  0 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  5 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  5 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  5 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  5 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  5 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  6  0 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  6 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  6 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  6 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  6 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  6 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  7  0 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  7 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  7 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  7 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  7 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  7 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  8  0 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  8 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  8 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  8 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  8 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  8 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  9  0 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  9 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  9 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  9 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  9 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30  9 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 10  0 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 10 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 10 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 10 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 10 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 10 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 11  0 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 11 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 11 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 11 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 11 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 11 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 12  0 661.4   6.2   3.3   336  98.7   146 
10769 2020  7 30 12 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 12 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 12 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 12 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 12 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 13  0 661.3   6.9   5.7    31  95.9   271 
10769 2020  7 30 13 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 13 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 13 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 13 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 13 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 14  0 661.3   6.1   2.5   326  98.5    55 
10769 2020  7 30 14 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 14 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 14 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 14 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 14 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 15  0 661.6   7.0   1.1   147  91.9   127 
10769 2020  7 30 15 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 15 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 15 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 15 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 15 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 16  0 661.7   4.9   1.1   146  97.2     0 
10769 2020  7 30 16 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 16 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 16 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 16 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 16 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 17  0 662.0   4.4   2.1   207  90.3     0 
10769 2020  7 30 17 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 17 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 17 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 17 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 17 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 18  0 662.5   2.5   2.6   101  78.4     0 
10769 2020  7 30 18 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 18 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 18 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 18 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 18 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 19  0 662.8   4.0   2.9   186  78.7     0 
10769 2020  7 30 19 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 19 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 19 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 19 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 19 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 20  0 662.6   5.3   0.7   269  67.5     0 
10769 2020  7 30 20 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 20 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 20 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 20 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 20 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 21  0 662.4   3.9   0.7   208  75.7     0 
10769 2020  7 30 21 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 21 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 21 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 21 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 21 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 22  0 661.9   3.5   1.4   209  66.4     0 
10769 2020  7 30 22 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 22 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 22 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 22 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 22 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 23  0 661.5   4.2   0.9   231  63.9     0 
10769 2020  7 30 23 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 23 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 23 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 23 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 30 23 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  0  0 661.1   3.5   1.2   180  62.7     0 
10769 2020  7 31  0 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  0 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  0 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  0 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  0 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  1  0 661.4   4.4   1.4   167  62.1     0 
10769 2020  7 31  1 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  1 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  1 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  1 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  1 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  2  0 661.7   3.5   1.8   195  60.8     0 
10769 2020  7 31  2 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  2 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  2 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  2 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  2 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  3  0 662.2   3.9   2.9   232  58.7     0 
10769 2020  7 31  3 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  3 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  3 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  3 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  3 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  4  0 662.3   4.0   3.5   201  59.4    79 
10769 2020  7 31  4 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  4 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  4 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  4 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  4 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  5  0 662.8   8.2   1.6   245  52.5   281 
10769 2020  7 31  5 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  5 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  5 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  5 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  5 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  6  0 663.2   8.0   1.1     4  66.4   221 
10769 2020  7 31  6 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  6 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  6 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  6 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  6 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  7  0 663.6   7.7   2.2   305  81.4   455 
10769 2020  7 31  7 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  7 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  7 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  7 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  7 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  8  0 663.4   8.1   2.2   273  76.0   457 
10769 2020  7 31  8 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  8 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  8 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  8 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  8 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  9  0 663.1   8.5   4.9    15  87.0   648 
10769 2020  7 31  9 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  9 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  9 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  9 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31  9 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 10  0 662.8   7.7   1.6    35  85.3   182 
10769 2020  7 31 10 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 10 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 10 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 10 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 10 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 11  0 662.2   7.3   6.1    10  90.4   133 
10769 2020  7 31 11 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 11 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 11 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 11 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 11 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 12  0 662.2   8.1   1.8    17  83.0   313 
10769 2020  7 31 12 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 12 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 12 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 12 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 12 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 13  0 661.5   6.7   5.7    14  96.8    56 
10769 2020  7 31 13 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 13 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 13 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 13 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 13 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 14  0 661.5   5.3   5.3    28  97.9    27 
10769 2020  7 31 14 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 14 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 14 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 14 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 14 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 15  0 661.4   5.3   2.5   136  98.1    25 
10769 2020  7 31 15 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 15 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 15 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 15 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 15 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 16  0 661.7   5.7   1.5   250  94.6     0 
10769 2020  7 31 16 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 16 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 16 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 16 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 16 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 17  0 661.7   5.9   1.1   172  89.0     0 
10769 2020  7 31 17 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 17 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 17 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 17 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 17 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 18  0 662.0   5.5   0.6   250  87.5     0 
10769 2020  7 31 18 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 18 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 18 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 18 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 18 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 19  0 662.5   4.9   0.9   153  89.5     0 
10769 2020  7 31 19 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 19 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 19 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 19 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 19 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 20  0 662.7   5.3   0.0     0  86.4     0 
10769 2020  7 31 20 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 20 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 20 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 20 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 20 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 21  0 662.1   4.9   2.3   250  68.0     0 
10769 2020  7 31 21 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 21 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 21 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 21 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 21 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 22  0 661.8   3.1   1.8   141  76.8     0 
10769 2020  7 31 22 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 22 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 22 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 22 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 22 50 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 23  0 661.2   4.2   6.9   208  64.6     0 
10769 2020  7 31 23 10 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 23 20 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 23 30 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 23 40 32767 32767 32767 32767 32767 32767 
10769 2020  7 31 23 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  0  0 661.0   4.1   6.6   201  57.8     0 
10769 2020  8  1  0 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  0 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  0 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  0 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  0 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  1  0 660.9   4.9   2.9   171  53.2     0 
10769 2020  8  1  1 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  1 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  1 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  1 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  1 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  2  0 661.2   4.2   4.1   284  60.0     0 
10769 2020  8  1  2 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  2 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  2 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  2 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  2 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  3  0 661.4   4.1   2.3   112  65.9     0 
10769 2020  8  1  3 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  3 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  3 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  3 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  3 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  4  0 661.7   4.1   3.2   108  59.7    79 
10769 2020  8  1  4 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  4 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  4 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  4 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  4 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  5  0 662.3   8.1   3.2    48  51.3   294 
10769 2020  8  1  5 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  5 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  5 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  5 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  5 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  6  0 662.9   8.3   4.6    43  65.2   518 
10769 2020  8  1  6 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  6 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  6 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  6 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  6 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  7  0 663.2  10.1   4.2   342  69.7   719 
10769 2020  8  1  7 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  7 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  7 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  7 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  7 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  8  0 663.1  10.0   2.8   344  74.9   649 
10769 2020  8  1  8 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  8 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  8 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  8 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  8 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  9  0 662.8   7.9   2.8   297  93.6   129 
10769 2020  8  1  9 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  9 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  9 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  9 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1  9 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 10  0 32767 32767 32767 32767 32767    53 
10769 2020  8  1 10 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 10 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 10 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 10 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 10 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 11  0 661.7   6.1   2.9   168  88.2    58 
10769 2020  8  1 11 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 11 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 11 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 11 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 11 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 12  0 661.4   6.7   2.5   309  95.5   146 
10769 2020  8  1 12 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 12 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 12 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 12 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 12 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 13  0 660.9   8.3   3.5   286  90.1   485 
10769 2020  8  1 13 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 13 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 13 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 13 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 13 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 14  0 660.8   7.8   5.0   290  92.9   313 
10769 2020  8  1 14 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 14 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 14 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 14 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 14 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 15  0 660.8   7.6   3.1   293  92.1   137 
10769 2020  8  1 15 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 15 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 15 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 15 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 15 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 16  0 661.0   5.6   2.4   237  93.8     0 
10769 2020  8  1 16 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 16 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 16 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 16 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 16 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 17  0 661.2   4.7   2.8   234  94.3     0 
10769 2020  8  1 17 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 17 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 17 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 17 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 17 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 18  0 661.3   4.5   3.5   239  70.2     0 
10769 2020  8  1 18 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 18 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 18 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 18 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 18 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 19  0 661.4   4.7   5.1   242  66.8     0 
10769 2020  8  1 19 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 19 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 19 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 19 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 19 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 20  0 661.6   5.1   3.2   230  62.1     0 
10769 2020  8  1 20 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 20 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 20 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 20 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 20 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 21  0 661.5   4.1   0.9   225  64.2     0 
10769 2020  8  1 21 10 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 21 20 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 21 30 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 21 40 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 21 50 32767 32767 32767 32767 32767 32767 
10769 2020  8  1 22  0 661.1   3.0   3.5   118  69.6     0 
